MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
6aa6a45e98abdfb9096f5d529921422b,win8defender,1.1.15200.1,4.18.1807.18075,1.275.687.0,0,7.0,0,,53447.0,1.0,1.0,1,93,64168.0,27.0,277.0,75,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,171357.0,4.0,5.0,2382.0,,953869.0,HDD,200000.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,Update,8.0,31,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,,628.0,8942.0,0,,0.0,0,0,0.0,0.0,8.0,0
de2ab77851eb97d98360262ec90744b7,win8defender,1.1.15100.1,4.18.1807.18075,1.273.717.0,0,7.0,0,,53447.0,1.0,1.0,1,41,130775.0,27.0,52.0,-39,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2206.0,238308.0,8.0,5.0,2932.0,,715404.0,HDD,683948.0,0,16384.0,Notebook,17.3,1600.0,900.0,Mobile,,0.0,10.0.17134.81,amd64,rs4_release,17134,81,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9.0,34,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Unknown,,554.0,33203.0,1,,0.0,0,0,0.0,0.0,10.0,0
9cf6e132ad5a81faa6c874ef1cc89271,win8defender,1.1.15100.1,4.18.1806.18062,1.273.309.0,0,7.0,0,,53447.0,1.0,1.0,1,154,108573.0,27.0,198.0,-27,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,111.0,,1.0,1.0,AllInOne,Windows.Desktop,2102.0,231157.0,4.0,5.0,2412.0,,953869.0,HDD,938907.0,0,4096.0,AllinOne,21.5,1920.0,1080.0,Desktop,,4294967300.0,10.0.16299.15,amd64,rs3_release,16299,15,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,10.0,35,UNKNOWN,0,OFFLINE,OEM:DM,,0.0,Unknown,,93.0,33130.0,1,,0.0,0,0,0.0,0.0,10.0,1
487e59a3ecbaf601316d252eb27a1d1e,win8defender,1.1.15100.1,4.18.1807.18075,1.273.894.0,0,7.0,0,,7945.0,2.0,1.0,1,44,,27.0,57.0,-38,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,1980.0,227942.0,4.0,5.0,2268.0,,476940.0,Unspecified,79902.0,0,2048.0,Desktop,18.4,1360.0,768.0,Desktop,,4294967300.0,10.0.17134.167,amd64,rs4_release,17134,167,Professional,PROFESSIONAL,UUPUpgrade,9.0,34,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,168.0,33264.0,0,0.0,0.0,0,0,0.0,0.0,10.0,0
2beb857608dfff097edcee986e935893,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1106.0,0,7.0,0,,53447.0,1.0,1.0,1,195,28973.0,27.0,258.0,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,4588.0,313586.0,4.0,5.0,2532.0,,476940.0,HDD,476323.0,0,8192.0,Desktop,22.0,1680.0,1050.0,Desktop,,4294967300.0,10.0.17134.112,amd64,rs4_release,17134,112,ProfessionalN,PROFESSIONAL_N,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Unknown,,142.0,3943.0,1,,0.0,0,0,0.0,,,1
b654f3d304b836dfd36a37efaf8feb6a,win8defender,1.1.14800.3,4.14.17639.18041,1.267.1702.0,0,7.0,0,,53447.0,1.0,1.0,1,160,33804.0,27.0,204.0,-86,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,260723.0,4.0,5.0,2568.0,,476940.0,HDD,276330.0,0,4096.0,Portable,13.9,1366.0,768.0,Mobile,lion,0.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,Upgrade,25.0,115,UNKNOWN,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,355.0,19970.0,0,0.0,0.0,0,0,0.0,1.0,3.0,0
6e5da597dec3ba2580f8ce120d854eeb,win8defender,1.1.15200.1,4.18.1807.18075,1.275.54.0,0,7.0,0,,53447.0,1.0,1.0,1,21,21260.0,27.0,39.0,34,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,111.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,171477.0,4.0,5.0,3500.0,,953869.0,HDD,204385.0,0,4096.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.16299.15,amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,2.0,11,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0.0,Retail,,628.0,13185.0,0,,0.0,0,0,0.0,0.0,3.0,0
1cd65b5938f08e5f323196c8786c8cd1,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1571.0,0,7.0,0,,53447.0,1.0,1.0,1,60,10653.0,,240.0,-23,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,4490.0,325390.0,2.0,5.0,3424.0,,476940.0,HDD,462860.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,Update,9.0,17,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,512.0,57015.0,0,,0.0,0,0,0.0,0.0,15.0,1
bfcae4727b129f715924baa99e0ca323,win8defender,1.1.15100.1,4.18.1807.18075,1.273.625.0,0,7.0,0,,53447.0,1.0,1.0,1,207,157094.0,27.0,277.0,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Convertible,Windows.Desktop,525.0,330895.0,2.0,5.0,2012.0,,476940.0,HDD,454816.0,0,4096.0,Notebook,11.6,1366.0,768.0,Mobile,lion,328.0,10.0.17134.191,amd64,rs4_release,17134,191,Core,CORE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,68879.0,1,0.0,0.0,1,0,0.0,0.0,13.0,0
299e973629cb67852b999e635ad9a87b,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1420.0,0,7.0,0,,7945.0,2.0,1.0,1,118,68456.0,,150.0,-116,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,Off,1.0,1.0,Notebook,Windows.Desktop,4144.0,120212.0,2.0,5.0,2524.0,,715404.0,HDD,102400.0,0,4096.0,Laptop,15.5,1366.0,768.0,Mobile,,257.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,807.0,51915.0,0,,0.0,0,0,0.0,0.0,3.0,0
eb6d2231495755055313258ea1522d70,win8defender,1.1.14405.2,4.12.17007.17123,1.259.1141.0,0,7.0,0,3176.0,7945.0,2.0,1.0,1,171,124736.0,27.0,211.0,-74,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,,117.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,1530.0,227262.0,4.0,1.0,1080.0,,476940.0,UNKNOWN,475977.0,0,2048.0,Desktop,23.1,1920.0,1080.0,Desktop,,4294967300.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,UUPUpgrade,29.0,125,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,3827.0,0,,0.0,0,0,0.0,1.0,3.0,0
c5a09d930fd07a27b29ae5137d76cb89,win8defender,1.1.15100.1,4.9.10586.672,1.273.765.0,0,7.0,0,,53447.0,1.0,1.0,1,43,99036.0,18.0,53.0,42,windows10,x64,10.0.0.0,10586,256,th2,10586.672.amd64fre.th2_release_sec.161024-1825,Pro,1.0,0,,0.0,87.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,256248.0,4.0,5.0,2258.0,,476940.0,UNKNOWN,50000.0,0,4096.0,Notebook,14.0,1366.0,768.0,Mobile,lion,0.0,10.0.10586.753,amd64,th2_release_sec,10586,753,Professional,PROFESSIONAL,Update,37.0,158,FullAuto,0,IS_GENUINE,Retail,,,Retail,0.0,628.0,9939.0,0,0.0,0.0,0,0,0.0,1.0,7.0,1
d4c1aba158be837a90e117794d9a0ada,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1527.0,0,7.0,0,,53447.0,1.0,1.0,1,29,68423.0,18.0,35.0,-85,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,,1.0,1.0,Notebook,Windows.Desktop,585.0,190026.0,4.0,5.0,2302.0,,476940.0,HDD,476373.0,0,8192.0,Notebook,13.9,1366.0,768.0,Mobile,,0.0,10.0.15063.0,amd64,rs2_release,15063,0,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,26.0,119,UNKNOWN,0,OFFLINE,Retail,,0.0,Retail,,556.0,64640.0,1,,0.0,0,0,0.0,,,0
ca01e8fdfc83a966a25eccb98d427e17,win8defender,1.1.15200.1,4.12.16299.15,1.275.263.0,0,7.0,0,239.0,53447.0,1.0,1.0,1,141,81860.0,27.0,167.0,-29,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,111.0,,1.0,1.0,Notebook,Windows.Desktop,1443.0,328439.0,4.0,5.0,2382.0,,953869.0,HDD,939594.0,0,8192.0,Laptop,14.0,1366.0,768.0,Mobile,,0.0,10.0.16299.214,amd64,rs3_release,16299,214,Professional,PROFESSIONAL,Other,9.0,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,355.0,9321.0,1,,0.0,0,0,0.0,0.0,10.0,0
6efb6c63e8ce2323ef2dc07d018968b5,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1293.0,0,7.0,0,,53447.0,1.0,1.0,1,51,139056.0,,98.0,103,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1.0,0,,0.0,105.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,,,4.0,1.0,1152.0,,286168.0,HDD,89555.0,1,4096.0,Desktop,23.0,1080.0,1920.0,Desktop,,4294967300.0,10.0.15063.483,amd64,rs2_release,15063,483,Professional,PROFESSIONAL,Upgrade,5.0,26,Notify,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,,,0,0.0,0.0,0,0,0.0,0.0,6.0,0
fabe0ffcae1d864676f0cd4b5b6eadff,win8defender,1.1.14500.5,4.13.17134.228,1.261.1481.0,0,7.0,0,,41571.0,2.0,1.0,1,185,108913.0,,127.0,61,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4730.0,310802.0,4.0,5.0,2256.0,,476940.0,HDD,295275.0,1,6144.0,Notebook,15.9,1366.0,768.0,Mobile,li-i,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,FullAuto,0,INVALID_LICENSE,Retail,,0.0,Retail,0.0,512.0,7145.0,0,0.0,0.0,0,0,0.0,0.0,10.0,0
d2fb86b948cf2c19f222314ae470eee0,win8defender,1.1.15100.1,4.18.1806.18062,1.273.309.0,0,7.0,0,,53447.0,1.0,1.0,1,171,10918.0,18.0,211.0,-74,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,3036.0,263710.0,4.0,5.0,2706.0,,228936.0,SSD,149385.0,0,8192.0,Desktop,23.8,1920.0,1080.0,Desktop,,4294967300.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,29.0,125,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,142.0,7414.0,0,,0.0,0,0,0.0,0.0,3.0,0
6025fec7044f0f66bb6ceb1e545d30b0,win8defender,1.1.15100.1,4.18.1806.18062,1.273.315.0,0,7.0,0,,47238.0,2.0,1.0,1,2,584.0,27.0,277.0,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,171496.0,4.0,5.0,3064.0,,953869.0,HDD,926992.0,0,6144.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.16299.492,amd64,rs3_release_svc_escrow,16299,492,Core,CORE,Refresh,8.0,31,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,12300.0,1,,0.0,0,0,0.0,0.0,11.0,1
9f1a5ba6bb365bb610628b11927678b9,win8defender,1.1.15200.1,4.18.1807.18075,1.275.988.0,0,7.0,0,,53447.0,1.0,1.0,1,180,149153.0,27.0,233.0,-46,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,2102.0,229929.0,4.0,5.0,2382.0,,244198.0,SSD,227496.0,0,4096.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,Core,CORE,Other,30.0,128,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33135.0,1,,0.0,0,0,0.0,0.0,3.0,0
e05a8dcda28a2f9ff9e7808ba602064a,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1423.0,0,0.0,1,,54229.0,2.0,1.0,1,164,82904.0,27.0,205.0,-84,windows10,x64,10.0.0.0,14393,768,rs1,14393.1944.amd64fre.rs1_release.171129-2100,Home,1.0,0,,0.0,96.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2102.0,251630.0,2.0,5.0,1998.0,,29820.0,SSD,28558.0,0,2048.0,Notebook,13.9,640.0,480.0,Mobile,,0.0,10.0.14393.1944,amd64,rs1_release,14393,1944,Core,CORE,Other,27.0,120,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33041.0,1,,0.0,0,0,0.0,0.0,15.0,0
7827ef037d2a50c3a90914930eb3e9e5,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1080.0,0,7.0,0,,53447.0,1.0,1.0,1,97,99156.0,,126.0,124,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4490.0,325887.0,8.0,5.0,2840.0,,610480.0,HDD,592359.0,0,6144.0,Notebook,16.6,1920.0,1080.0,Mobile,lion,0.0,10.0.15063.1266,amd64,rs2_release,15063,1266,Core,CORE,Update,18.0,72,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,58435.0,0,0.0,0.0,0,0,0.0,0.0,15.0,1
f5d1b49e6bb07585125a6c39cfc8988c,win8defender,1.1.15200.1,4.9.10586.962,1.275.1442.0,0,7.0,0,,53447.0,1.0,1.0,1,68,23206.0,,276.0,74,windows10,x86,10.0.0.0,10586,768,th2,10586.962.x86fre.th2_release.170602-2241,Home,1.0,0,,0.0,92.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,159022.0,2.0,5.0,3244.0,,152627.0,HDD,146159.0,1,4096.0,Notebook,14.1,1440.0,900.0,Mobile,,0.0,10.0.17134.286,x86,rs4_release,17134,286,Core,CORE,Upgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Unknown,,628.0,17392.0,0,,0.0,0,0,0.0,0.0,12.0,0
58c8b250ca8c9a717d6b06812059d2a8,win8defender,1.1.15200.1,4.18.1807.18075,1.275.627.0,0,7.0,0,,23657.0,2.0,1.0,1,171,122547.0,,211.0,-74,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,331243.0,4.0,5.0,2908.0,,953869.0,HDD,98248.0,0,8192.0,Notebook,15.6,1366.0,768.0,Mobile,,149.0,10.0.17134.1,amd64,rs4_release,17134,1,Professional,PROFESSIONAL,UUPUpgrade,29.0,125,Notify,0,IS_GENUINE,Retail,,0.0,Unknown,,142.0,70089.0,0,,0.0,0,0,0.0,0.0,3.0,0
6792220fca6bdbec66da78d1087a6d15,win8defender,1.1.15200.1,4.12.16299.15,1.275.687.0,0,7.0,0,,53447.0,1.0,1.0,1,124,29356.0,27.0,211.0,-74,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,111.0,,1.0,1.0,Notebook,Windows.Desktop,525.0,331205.0,2.0,5.0,2096.0,,953869.0,HDD,102385.0,0,4096.0,Notebook,,,,Mobile,,11.0,10.0.16299.15,amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,29.0,125,UNKNOWN,0,OFFLINE,Retail,,0.0,Retail,,142.0,69868.0,0,,0.0,0,0,0.0,,,1
0e200334716a9e566da6def5229efe86,win8defender,1.1.15100.1,4.18.1806.18062,1.273.638.0,0,7.0,0,,53447.0,1.0,1.0,1,101,158493.0,27.0,129.0,126,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,117.0,Warn,1.0,1.0,Notebook,Windows.Desktop,1953.0,272105.0,4.0,5.0,2372.0,,953869.0,HDD,952851.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.16299.371,amd64,rs3_release,16299,371,Core,CORE,UUPUpgrade,19.0,74,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,556.0,63579.0,1,0.0,0.0,0,0,0.0,0.0,9.0,1
0cae633803127f9a56d447380122ebb8,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1555.0,0,7.0,0,,53447.0,1.0,1.0,1,18,37376.0,33.0,277.0,75,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1.0,0,,0.0,98.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,516.0,188345.0,2.0,5.0,3448.0,,476940.0,HDD,99899.0,0,4096.0,Desktop,21.5,1920.0,1080.0,Desktop,,4294967300.0,10.0.14393.2189,amd64,rs1_release,14393,2189,Core,CORE,IBSClean,8.0,31,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,,142.0,9675.0,0,,0.0,0,0,0.0,0.0,1.0,0
14a1ab9959e18e2f94ad10346d717fa0,win8defender,1.1.15200.1,4.16.17656.18052,1.275.1209.0,0,7.0,0,,26969.0,3.0,1.0,1,55,130897.0,27.0,75.0,-35,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,Off,1.0,1.0,Notebook,Windows.Desktop,1443.0,256585.0,4.0,5.0,2908.0,,476940.0,HDD,460932.0,0,4096.0,Portable,15.5,1360.0,768.0,Mobile,lion,0.0,10.0.17134.285,amd64,rs4_release,17134,285,Core,CORE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,355.0,19973.0,1,0.0,0.0,0,0,0.0,0.0,10.0,0
1b48f2642171d7b262878ae5c5297a53,win8defender,1.1.15200.1,4.12.16299.15,1.275.75.0,0,7.0,0,,23657.0,2.0,1.0,1,142,110910.0,27.0,157.0,68,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,111.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,331061.0,4.0,5.0,2382.0,,953869.0,HDD,953093.0,0,4096.0,Notebook,13.9,1366.0,768.0,Mobile,,34.0,10.0.16299.309,amd64,rs3_release,16299,309,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,8.0,31,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,69339.0,1,,0.0,0,0,0.0,0.0,1.0,0
3b217c12d6a6c49650bd305e3930ab2d,win8defender,1.1.15100.1,4.13.17134.1,1.273.774.0,0,7.0,0,,53447.0,1.0,1.0,1,66,18197.0,27.0,89.0,88,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2206.0,249797.0,4.0,5.0,2284.0,,610480.0,HDD,609617.0,0,8192.0,Notebook,,,,Mobile,,4294967300.0,10.0.17134.1,amd64,rs4_release,17134,1,Professional,PROFESSIONAL,Refresh,14.0,49,FullAuto,0,IS_GENUINE,Retail,,0.0,Unknown,,500.0,15478.0,0,,0.0,0,0,0.0,,,0
ec7bcc6d2cca8272d1ccf91a5b8ce5ec,win8defender,1.1.15200.1,4.18.1807.18075,1.275.453.0,0,7.0,0,,55356.0,2.0,1.0,1,171,124736.0,18.0,211.0,-74,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,0.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,778.0,184443.0,2.0,1.0,138.0,,476940.0,HDD,238194.0,0,2048.0,Desktop,21.6,1920.0,1080.0,Desktop,,4294967300.0,10.0.17134.228,amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,29.0,125,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,11778.0,0,,0.0,0,0,0.0,0.0,3.0,0
f6392aabbea8fbb5c2b923c2f22880dc,win8defender,1.1.15100.1,4.14.17639.18041,1.273.1034.0,0,7.0,0,,51954.0,2.0,1.0,1,211,24475.0,27.0,29.0,-41,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2102.0,245824.0,4.0,5.0,2660.0,,953869.0,HDD,926082.0,0,6144.0,Notebook,15.5,1920.0,1080.0,Mobile,lion,0.0,10.0.16299.371,amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10.0,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,554.0,33187.0,1,0.0,0.0,0,0,0.0,1.0,10.0,0
f840ecc22bd6ea9832ac0c5f710f2605,win8defender,1.1.15300.6,4.12.16299.15,1.275.1695.0,0,7.0,0,,53447.0,1.0,1.0,1,35,117452.0,27.0,45.0,83,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,111.0,,1.0,1.0,Notebook,Windows.Desktop,525.0,331178.0,8.0,5.0,2736.0,,244198.0,SSD,243121.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.17134.286,amd64,rs4_release,17134,286,Core,CORE,UUPUpgrade,14.0,49,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,69711.0,1,,0.0,0,0,0.0,0.0,4.0,0
875555d7ec6aa8e6cfa6269034c48313,win8defender,1.1.13303.0,4.12.16299.15,1.233.1349.0,0,7.0,0,1071.0,68585.0,2.0,1.0,1,43,162990.0,27.0,53.0,42,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,,117.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2668.0,294727.0,4.0,5.0,2524.0,,114473.0,SSD,112766.0,0,8192.0,Notebook,13.9,1366.0,768.0,Mobile,li-i,0.0,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Professional,PROFESSIONAL,Update,37.0,158,Notify,0,IS_GENUINE,Retail,,0.0,Retail,0.0,628.0,12926.0,0,0.0,0.0,0,0,0.0,0.0,7.0,0
